UUID,Version,Name (en),Kategorie (en),Bezugseinheit,Modul,GWP,ODP,POCP,AP,EP,ADPE
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B3,15.30,0.00,0.01,0.13,0.01,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B5,65.50,0.00,0.01,0.24,0.03,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C2,0.42,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C3,5.00,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C4,0.09,0.00,0.00,0.00,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,D,-27.60,0.00,0.00,-0.11,-0.01,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A1-A3,277.00,0.00,0.07,1.04,0.11,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A4,7.87,0.00,-0.01,0.02,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A5,0.82,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B3,89.00,0.00,0.03,0.45,0.06,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B5,221.87,0.00,0.04,0.76,0.10,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C2,1.42,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C3,5.25,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C4,0.31,0.00,0.00,0.00,0.00,0.00
dd27fa61-ba73-4886-83dc-c337dfd8969b,00.00.026,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium fire door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,D,-90.50,0.00,-0.01,-0.39,-0.03,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A1-A3,278.00,0.00,0.05,0.83,77.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A4,4.81,0.00,0.00,0.01,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A5,0.82,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B3,15.70,0.00,0.00,0.03,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B5,195.98,0.00,0.02,0.41,0.06,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C2,1.33,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C3,16.00,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C4,0.02,0.00,0.00,0.00,0.00,0.00
a6d946bb-b0a8-41e0-9e29-84663162caf8,00.00.027,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Front door door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,D,-111.00,0.00,-0.03,-0.46,-0.03,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A1-A3,184.00,0.00,0.05,0.77,0.07,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A4,6.10,0.00,-0.01,0.01,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,A5,0.82,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B3,44.90,0.00,0.02,0.34,0.03,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B5,143.81,0.00,0.03,0.56,0.06,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C2,1.02,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C3,7.25,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,C4,0.22,0.00,0.00,0.00,0.00,0.00
d0d75f31-67ae-4dfd-b3e6-a2e87757da3a,00.00.029,Door - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium commercial door,Components for windows and curtain walls' / 'Doors' / 'Aluminium,qm,D,-73.60,0.00,0.00,-0.30,-0.02,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,A1-A3,179.00,0.00,0.05,0.71,0.08,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,A4,6.68,0.00,-0.01,0.02,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,A5,1.16,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B3,72.10,0.00,0.02,0.38,0.05,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B5,148.23,0.00,0.03,0.54,71.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,C1,0.43,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,C2,1.15,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,C3,3.09,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,C4,0.32,0.00,0.00,0.00,0.00,0.00
bd3639a9-e293-494e-8933-ff849a530411,00.00.015,Fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Walling' / 'Curtain walling - stick construction,qm,D,-55.70,0.00,0.00,-0.25,-0.02,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A1-A3,23.50,0.00,0.00,0.07,0.01,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A4,0.63,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A5,0.24,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B2,10.00,0.00,0.00,0.01,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B3,1.24,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B4,0.00,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B5,16.86,0.00,0.00,0.04,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B6,0.00,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B7,0.00,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,C1,0.04,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,C2,0.17,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,C3,0.69,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,C4,0.02,0.00,0.00,0.00,0.00,0.00
40b26aa9-07a3-4e6c-a68f-b4c289c24f89,00.00.016,Frame profiles for fa�ades - heroal-Johann Henkenjohann GmbH & Co. KG - C50,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,D,-8.77,0.00,0.00,-0.04,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A1-A3,30.10,0.00,0.01,0.09,0.01,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A4,0.79,0.00,0.00,0.00,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,A5,0.14,0.00,0.00,0.00,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B2,8.40,0.00,0.00,0.01,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B3,1.46,0.00,0.00,0.00,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B4,0.00,0.00,0.00,0.00,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B5,16.69,0.00,0.00,0.02,0.01,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B6,0.00,0.00,0.00,0.00,0.00,0.00
1e7bfb62-e5a3-4b1b-b120-62dd2a8286d5,00.00.018,Frame Profiles for Doors - heroal-Johann Henkenjohann GmbH & Co. KG - door,Components for windows and curtain walls' / 'Frames / Profiles' / 'Aluminium thermally separated,m,B7,0.00,0.00,0.00,0.00,0.00,0.00
